Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan
796,SC60,RL,70.0,8400,2,,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4.0,3.0,0.0,1.0,0,1.0,0,650,650,GasA,3,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,3,7,8,1,3.0,Attchd,1980.0,Unf,2,476,3.0,3.0,2,0,50,0,0,204,0,,MnPrv,,0,Apr,2010,WD,Normal,171000,2,2,,1.0,1.0,1.0,4,1,1,1.0,1.0,1.0,2.0,1,1,36,9.0,9,3,3.0,1428.0,,4,1,,476.0,1.0,1,2.5,2214,1564,254,1.0,0
797,SC20,RL,71.0,8197,2,,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3,3,CBlock,3.0,3.0,0.0,1.0,0,1.0,0,660,660,GasA,5,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,3,7,8,1,3.0,Attchd,1977.0,RFn,2,528,3.0,3.0,2,138,0,0,0,0,0,,MnPrv,,0,Apr,2007,WD,Normal,143500,2,2,,1.0,1.0,1.0,4,1,2,1.0,1.0,1.0,1.0,1,1,30,9.0,9,3,3.0,1584.0,,4,1,,528.0,1.0,1,1.5,1945,1285,0,1.0,0
798,SC20,RL,57.0,7677,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,570,1.0,0,203,773,GasA,4,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,3,4,8,0,,Attchd,1953.0,Unf,1,240,3.0,3.0,2,0,0,0,0,0,0,,,,0,Apr,2008,WD,Abnorml,110000,2,2,,1.0,1.0,,4,1,2,2.0,1.0,1.0,1.0,1,1,25,9.0,9,3,,720.0,,4,1,,240.0,,1,1.0,1546,773,0,0.0,0
799,SC60,RL,104.0,13518,2,,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,5,3,PConc,5.0,3.0,0.0,1.0,0,1.0,0,1926,1926,GasA,5,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,5,11,8,2,4.0,BuiltIn,2009.0,Fin,3,820,3.0,3.0,2,144,78,0,0,0,0,,,,0,Jul,2009,New,Partial,485000,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,45,9.0,15,5,8.0,2460.0,,6,2,,820.0,4.0,2,3.5,5066,3140,78,1.0,1
800,SC50,RL,60.0,7200,2,,4,Lvl,4,Corner,3,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,3,3,BrkTil,4.0,3.0,0.0,5.0,569,1.0,0,162,731,GasA,5,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,4,7,8,2,3.0,Detchd,1939.0,Unf,1,240,3.0,3.0,2,0,0,264,0,0,0,,MnPrv,,0,Jun,2007,WD,Normal,175000,2,3,,1.0,1.0,1.0,4,2,2,2.0,1.0,1.0,2.0,1,1,35,9.0,9,4,6.0,720.0,,6,1,,240.0,2.0,2,2.5,2499,1768,264,1.0,0
801,SC60,RL,79.0,12798,2,,3,HLS,4,Inside,2,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,3.0,6.0,462,1.0,0,154,616,GasA,4,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,4,8,8,0,,Attchd,1997.0,RFn,2,603,3.0,3.0,2,403,114,185,0,0,0,,,Shed,400,May,2008,WD,Normal,200000,2,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,1,30,9.0,9,4,,1809.0,,4,1,,603.0,,2,3.5,2304,1688,299,0.0,0
802,SC30,RM,40.0,4800,2,,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,197,1.0,0,999,1196,GasA,5,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,3,5,8,0,,Detchd,1957.0,Unf,2,440,3.0,3.0,2,0,0,0,0,0,0,,,,0,Jul,2007,WD,Normal,109900,2,3,,1.0,1.0,,4,1,2,1.0,1.0,1.0,1.0,1,1,28,9.0,9,3,,1320.0,,6,1,,440.0,,1,2.0,2392,1196,0,0.0,0
803,SC60,RL,63.0,8199,2,,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,PConc,4.0,3.0,2.0,6.0,648,1.0,0,80,728,GasA,5,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,4,7,8,1,4.0,Attchd,2005.0,Fin,2,410,3.0,3.0,2,36,18,0,0,0,0,,,,0,Oct,2008,WD,Normal,189000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4,4.0,1230.0,,6,2,,410.0,2.0,2,3.5,2184,1456,18,0.0,0
804,SC60,RL,107.0,13891,2,,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,5,3,PConc,5.0,3.0,3.0,1.0,0,1.0,0,1734,1734,GasA,5,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,5,12,8,1,4.0,BuiltIn,2009.0,RFn,3,1020,3.0,3.0,2,52,170,0,0,192,0,,,,0,Jan,2009,New,Partial,582933,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,45,9.0,15,5,4.0,3060.0,,6,2,,1020.0,2.0,2,3.5,4556,2822,362,1.0,1
805,SC20,RL,75.0,9000,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,812,1.0,0,124,936,GasA,3,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,3,5,7,0,,Attchd,1954.0,Unf,1,286,3.0,3.0,2,0,0,0,0,0,0,,GdWo,,0,Jun,2006,WD,Family,118000,2,2,,1.0,1.0,,3,1,1,1.0,1.0,1.0,1.0,1,1,25,9.0,9,3,,858.0,,4,1,,286.0,,1,1.0,2064,1128,0,0.0,0
806,SC20,RL,91.0,12274,2,,3,Lvl,4,FR2,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,1417,1417,GasA,5,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,5,6,8,0,,Attchd,2008.0,RFn,2,554,3.0,3.0,2,0,60,0,0,0,0,,,,0,Jul,2008,New,Partial,227680,3,2,,1.0,1.0,,4,2,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,5,,1662.0,,6,2,,554.0,,2,2.0,2845,1428,60,1.0,1
807,SC80,RL,75.0,9750,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,2.0,5.0,400,3.0,480,100,980,GasA,4,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,3,6,8,0,,Attchd,1967.0,Fin,1,384,3.0,3.0,2,68,0,0,0,0,0,,,,0,Oct,2006,WD,Normal,135500,2,2,,1.0,1.0,,4,1,2,2.0,1.0,1.0,1.0,1,1,25,9.0,9,3,,1152.0,,4,1,,384.0,,1,2.0,1960,980,0,0.0,0
808,SC70,RL,144.0,21384,2,,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,3.0,6.0,1309,1.0,0,15,1324,GasA,5,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,4,6,8,1,3.0,Attchd,1923.0,RFn,2,528,3.0,3.0,2,0,312,0,0,0,0,,,,0,May,2009,WD,Normal,223500,2,2,,1.0,1.0,1.0,4,2,2,2.0,1.0,1.0,1.0,1,1,30,9.0,9,4,3.0,1584.0,,4,1,,528.0,1.0,2,3.5,2900,1576,312,0.0,0
809,SC80,RL,85.0,13400,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,3,3,CBlock,3.0,3.0,2.0,5.0,516,4.0,128,380,1024,GasA,3,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,8,1,4.0,Attchd,1966.0,RFn,2,484,3.0,3.0,2,0,0,0,0,0,0,,GdWo,,0,Jun,2006,WD,Normal,159950,2,2,,1.0,1.0,2.0,4,1,1,2.0,2.0,1.0,1.0,1,1,25,9.0,9,3,4.0,1452.0,,4,1,,484.0,2.0,1,2.0,2110,1086,0,1.0,0
810,SC75,RM,90.0,8100,2,,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,3,3,PConc,3.0,3.0,0.0,1.0,0,1.0,0,849,849,GasA,3,N,FuseA,1075,1063,0,2138,0,0,2,0,2,3,3,11,8,0,,Detchd,1910.0,Unf,2,360,2.0,1.0,0,40,156,0,0,0,0,,MnPrv,,0,Nov,2009,WD,Normal,106000,2,2,,1.0,1.0,,4,1,1,1.0,1.0,1.0,1.0,1,1,25,2.0,9,9,,720.0,,4,1,,360.0,,3,2.0,2987,2138,156,0.0,0
811,SC20,RL,78.0,10140,2,,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3.0,3.0,0.0,5.0,663,2.0,377,0,1040,GasA,2,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,4,5,8,1,2.0,Attchd,1974.0,RFn,2,484,3.0,3.0,2,265,0,0,0,0,648,1.0,GdPrv,,0,Jan,2006,WD,Normal,181000,2,2,1.0,1.0,1.0,1.0,4,2,1,2.0,1.0,1.0,1.0,1,1,36,9.0,9,4,2.0,1452.0,648.0,4,1,648.0,484.0,1.0,2,2.5,2349,1309,0,1.0,0
812,SC120,RM,,4438,2,,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4.0,3.0,3.0,6.0,662,1.0,0,186,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,4,8,1,4.0,Attchd,2004.0,Fin,2,420,3.0,3.0,2,140,0,0,0,0,0,,,,0,Jun,2008,ConLD,Normal,144500,2,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,30,9.0,12,4,4.0,1260.0,,4,2,,420.0,2.0,2,2.0,1696,848,0,1.0,0
813,SC20,C (all),66.0,8712,1,,4,Bnk,4,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3.0,3.0,2.0,1.0,0,1.0,0,540,540,GasA,3,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,2,4,8,0,,Basment,1952.0,Unf,2,504,3.0,3.0,0,0,0,0,0,0,0,,,Shed,54,Jun,2010,WD,Alloca,55993,2,2,,1.0,1.0,,4,1,1,1.0,1.0,1.0,1.0,1,1,25,9.0,6,2,,1512.0,,4,1,,504.0,,1,1.0,1584,1044,0,0.0,0
814,SC20,RL,75.0,9750,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,3,3,CBlock,3.0,3.0,0.0,3.0,608,1.0,0,834,1442,GasA,4,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,3,7,8,0,,Attchd,1958.0,RFn,1,301,3.0,3.0,2,0,0,275,0,0,0,,,Shed,500,Apr,2007,COD,Normal,157900,2,2,,1.0,1.0,,4,1,2,1.0,1.0,1.0,1.0,1,1,36,9.0,9,3,,903.0,,4,1,,301.0,,1,1.5,2884,1442,275,1.0,0
815,SC50,RL,45.0,8248,2,1.0,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,0.0,1.0,0,1.0,0,686,686,GasW,4,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,2,7,8,0,,Detchd,1955.0,Unf,1,280,3.0,3.0,1,207,0,96,0,0,0,,,,0,Jul,2006,WD,Normal,116000,2,3,,1.0,1.0,,4,1,2,1.0,1.0,1.0,1.0,1,1,35,9.0,9,2,,840.0,,6,1,,280.0,,1,2.0,1936,1250,96,0.0,0
816,SC20,RL,48.0,12137,2,,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,3,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,1649,1649,GasA,5,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,4,6,8,0,,Attchd,1998.0,RFn,2,598,3.0,3.0,2,0,34,0,0,0,0,,,,0,May,2010,WD,Normal,224900,3,2,,1.0,1.0,,4,2,2,1.0,1.0,1.0,2.0,1,1,35,9.0,9,4,,1794.0,,6,1,,598.0,,2,2.0,3310,1661,34,1.0,0
817,SC20,RL,,11425,2,,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,486,1.0,0,522,1008,GasA,4,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,3,4,8,1,4.0,Attchd,1954.0,RFn,1,275,3.0,3.0,2,0,0,120,0,0,0,,,,0,Jul,2006,WD,Normal,137000,2,2,,1.0,1.0,2.0,4,1,2,2.0,1.0,1.0,1.0,1,1,30,9.0,9,3,4.0,825.0,,4,1,,275.0,2.0,1,1.0,2016,1008,120,0.0,0
818,SC20,RL,,13265,2,,3,Lvl,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,4,3,PConc,4.0,3.0,0.0,6.0,1218,1.0,0,350,1568,GasA,5,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,4,7,8,2,4.0,Attchd,2002.0,RFn,3,857,3.0,3.0,2,150,59,0,0,0,0,,,,0,Jul,2008,WD,Normal,271000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,40,9.0,12,4,8.0,2571.0,,6,2,,857.0,4.0,2,3.0,3257,1689,59,1.0,0
819,SC80,RL,80.0,8816,2,,4,Lvl,4,Inside,3,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,3,3,CBlock,3.0,3.0,2.0,6.0,504,1.0,0,506,1010,GasA,4,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,3,6,8,0,,Attchd,1971.0,Unf,2,440,3.0,3.0,2,0,0,0,0,0,0,,MnPrv,,0,Jun,2010,WD,Normal,155000,2,3,,1.0,1.0,,4,1,2,2.0,1.0,1.0,1.0,1,1,42,9.0,9,3,,1320.0,,6,1,,440.0,,1,2.0,2062,1052,0,1.0,0
820,SC120,RL,44.0,6371,2,,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,4,3,PConc,4.0,3.0,1.0,6.0,733,1.0,0,625,1358,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,4.0,Attchd,2010.0,RFn,2,484,3.0,3.0,2,192,35,0,0,0,0,,,,0,Jun,2010,New,Partial,224000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4,4.0,1452.0,,6,2,,484.0,2.0,2,3.0,2716,1358,35,1.0,1
821,SC60,RL,72.0,7226,2,,3,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,798,798,GasA,5,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,4,6,8,0,,Attchd,2003.0,RFn,2,595,3.0,3.0,2,0,45,0,0,0,0,,,,0,Jun,2008,WD,Normal,183000,3,2,,1.0,1.0,,4,2,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4,,1785.0,,6,2,,595.0,,2,2.5,2438,1640,45,0.0,0
822,SC20,RM,60.0,6000,2,2.0,4,Bnk,4,Inside,2,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,2.0,3.0,0.0,1.0,0,1.0,0,936,936,GasA,3,N,SBrkr,936,0,0,936,0,0,1,0,2,1,3,4,6,0,,Detchd,1974.0,Unf,2,576,3.0,3.0,2,0,32,112,0,0,0,,,,0,Feb,2009,WD,Normal,93000,2,2,,1.0,1.0,,3,1,1,1.0,1.0,1.0,1.0,1,1,16,9.0,6,3,,1728.0,,4,1,,576.0,,1,1.0,1872,936,144,0.0,0
823,SC60,RL,,12394,2,,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0,1.0,0,847,847,GasA,5,Y,SBrkr,847,886,0,1733,0,0,2,1,3,1,4,7,8,1,4.0,BuiltIn,2003.0,Fin,2,433,3.0,3.0,2,100,48,0,0,0,0,,,,0,Oct,2007,WD,Family,225000,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4,4.0,1299.0,,6,2,,433.0,2.0,2,2.5,2580,1733,48,0.0,0
824,SC50,RL,60.0,9900,2,,4,Lvl,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3.0,0.0,1.0,0,1.0,0,778,778,GasA,3,Y,SBrkr,944,545,0,1489,0,0,2,0,3,1,3,7,8,1,4.0,Detchd,1940.0,Unf,1,240,3.0,3.0,2,335,0,0,0,0,0,,GdWo,,0,Jul,2009,WD,Normal,139500,2,3,,1.0,1.0,2.0,4,1,1,1.0,1.0,1.0,1.0,1,1,42,9.0,9,3,4.0,720.0,,6,1,,240.0,2.0,1,2.0,2267,1489,0,0.0,0
825,SC20,FV,81.0,11216,2,,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,4.0,0.0,1.0,0,1.0,0,1489,1489,GasA,5,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,4,7,8,1,4.0,Attchd,2006.0,RFn,2,776,3.0,3.0,2,0,140,0,0,0,0,,,,0,Jun,2006,New,Partial,232600,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,2.0,2.0,1,2,40,9.0,12,4,4.0,2328.0,,6,2,,776.0,2.0,2,2.0,2978,1489,140,0.0,1
826,SC20,RL,114.0,14803,2,,4,Lvl,4,Inside,3,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,5,3,PConc,5.0,3.0,2.0,6.0,1636,1.0,0,442,2078,GasA,5,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,5,7,8,1,4.0,Attchd,2007.0,Fin,3,1220,3.0,3.0,2,188,45,0,0,0,0,,,,0,Jun,2008,New,Partial,385000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,50,9.0,15,5,4.0,3660.0,,6,2,,1220.0,2.0,2,3.0,4162,2084,45,1.0,1
827,SC45,RM,50.0,6130,2,,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,0.0,5.0,784,1.0,0,0,784,GasA,4,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,4,5,8,0,,,,,0,0,,,2,0,0,116,0,0,0,,,,0,May,2008,WD,Normal,109500,2,2,,,,,4,2,2,2.0,1.0,1.0,1.0,1,1,30,,9,4,,,,4,1,,,,2,2.0,1568,784,116,0.0,0
828,SC20,RL,65.0,8529,2,,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,6.0,20,1.0,0,1434,1454,GasA,5,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,1,4,6,8,1,3.0,Attchd,2001.0,RFn,2,527,3.0,3.0,2,290,39,0,0,0,0,,,,0,Apr,2009,WD,Normal,189000,3,2,,1.0,1.0,1.0,4,2,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4,3.0,1581.0,,6,2,,527.0,1.0,2,2.0,2888,1434,39,0.0,0
829,SC60,RL,,28698,2,,2,Low,4,CulDSac,1,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,PConc,3.0,4.0,3.0,2.0,249,5.0,764,0,1013,GasA,3,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,3,7,6,0,,Attchd,1967.0,Fin,2,538,3.0,3.0,2,486,0,0,0,225,0,,,,0,Jun,2009,WD,Abnorml,185000,2,2,,1.0,1.0,,3,1,1,1.0,2.0,2.0,1.0,1,1,25,9.0,9,3,,1614.0,,4,1,,538.0,,1,3.0,3139,2126,225,0.0,0
830,SC160,FV,24.0,2544,2,2.0,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,600,600,GasA,5,Y,SBrkr,520,623,80,1223,0,0,2,1,2,1,4,4,8,0,,Detchd,2005.0,RFn,2,480,3.0,3.0,2,0,166,0,0,0,0,,,,0,Jul,2006,WD,Normal,147400,3,2,,1.0,1.0,,4,2,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4,,1440.0,,6,2,,480.0,,2,2.5,1823,1143,166,0.0,0
831,SC20,RL,80.0,11900,2,,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,3,3,CBlock,3.0,3.0,0.0,3.0,1040,1.0,0,352,1392,GasA,3,Y,FuseA,1392,0,0,1392,1,0,1,1,3,1,3,6,8,2,4.0,Attchd,1957.0,RFn,2,458,3.0,3.0,2,0,0,0,0,192,0,,,,0,Jun,2008,WD,Normal,166000,2,2,,1.0,1.0,2.0,4,1,1,1.0,1.0,1.0,1.0,1,1,30,9.0,9,3,8.0,1374.0,,4,1,,458.0,4.0,1,2.5,2784,1392,192,1.0,0
832,SC160,FV,30.0,3180,2,2.0,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,600,600,GasA,5,Y,SBrkr,520,600,80,1200,0,0,2,1,2,1,4,4,8,0,,Detchd,2005.0,RFn,2,480,3.0,3.0,2,0,166,0,0,0,0,,,,0,Jun,2006,WD,Normal,151000,3,2,,1.0,1.0,,4,2,2,1.0,1.0,1.0,2.0,1,1,35,9.0,9,4,,1440.0,,6,1,,480.0,,2,2.5,1800,1120,166,0.0,0
833,SC60,RL,44.0,9548,2,,3,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,4,3,PConc,4.0,3.0,0.0,6.0,483,1.0,0,458,941,GasA,5,Y,SBrkr,941,888,0,1829,1,0,2,1,3,1,4,7,8,1,3.0,Attchd,2003.0,RFn,2,613,3.0,3.0,2,192,39,0,0,0,0,,,,0,Jan,2010,WD,Normal,237000,3,2,,1.0,1.0,1.0,4,2,2,2.0,1.0,1.0,2.0,1,2,42,9.0,12,4,3.0,1839.0,,6,2,,613.0,1.0,2,3.5,2770,1829,39,1.0,0
834,SC20,RL,100.0,10004,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,3,3,CBlock,3.0,3.0,0.0,3.0,196,4.0,345,975,1516,GasA,3,Y,SBrkr,1516,0,0,1516,0,0,1,1,3,1,3,6,8,0,,Attchd,1964.0,RFn,2,472,3.0,3.0,2,0,0,0,0,152,0,,,,0,Feb,2009,WD,Normal,167000,2,2,,1.0,1.0,,4,1,1,1.0,2.0,1.0,1.0,1,1,36,9.0,9,3,,1416.0,,4,1,,472.0,,1,1.5,3032,1516,152,1.0,0
